g1_n_id,att1,att2,att3,att4,att5,att6,att7,att8
3283,2,2,2,5,2,2,2,3
3284,1,3,2,1,3,1,1,2
3285,1,1,3,1,3,5,4,2
3286,2,1,5,2,4,2,1,2
3287,2,3,4,3,5,3,5,4
3288,4,4,1,5,5,3,2,3
3289,5,5,4,3,2,4,2,2
3290,1,3,2,2,3,1,2,2
3291,2,4,5,1,4,3,3,2
3292,2,2,1,3,2,4,2,4
3293,3,4,2,4,2,4,4,4
3294,4,4,1,4,2,4,2,1
3295,4,1,5,2,3,5,3,1
3296,5,4,1,4,1,2,5,1
3297,1,5,2,5,1,4,2,2
3298,4,2,5,2,1,2,4,3
3299,4,2,3,2,3,1,2,3
3300,4,1,5,5,4,2,3,3
3301,3,5,1,4,2,3,3,1
3302,3,4,1,5,5,5,3,5
3303,4,3,1,5,2,2,4,1
3304,5,5,4,4,5,1,1,1
3305,4,5,1,5,2,3,5,3
3306,1,3,4,1,4,4,4,4
3307,5,3,4,4,5,5,5,4
3308,4,1,3,2,1,4,4,5
3309,5,3,4,4,3,4,4,2
3310,2,3,5,5,2,4,1,1
3311,4,3,3,3,4,1,5,4
3312,5,2,3,3,2,1,3,3
3313,3,2,5,3,2,4,4,4
3314,3,4,5,1,4,1,3,3
3315,2,3,2,1,1,4,2,4
3316,5,5,4,4,4,5,3,3
3317,2,3,3,3,5,2,3,3
3318,1,4,1,2,4,4,2,4
3319,3,5,3,3,5,5,1,5
3320,2,1,1,4,3,3,5,2
3321,3,1,2,3,2,1,1,1
3322,3,5,1,1,5,5,3,2
3323,2,1,1,2,4,1,3,2
3324,3,3,3,5,1,2,4,3
3325,5,4,1,1,3,5,4,5
3326,5,1,2,5,1,1,4,2
3327,4,5,4,5,2,4,2,4
3328,2,2,2,4,3,4,1,3
3329,5,5,2,3,5,2,3,2
3330,4,2,4,3,1,2,5,1
3331,1,4,3,4,1,4,3,2
3332,3,1,2,4,2,3,2,1
3333,4,4,3,3,5,4,2,2
3334,4,4,5,1,1,4,1,1
3335,5,1,4,1,2,2,3,5
3336,2,3,2,4,2,5,2,5
3337,5,4,2,3,2,2,3,1
3338,3,3,3,5,3,2,4,3
3339,2,5,3,3,4,4,3,2
3340,2,2,2,4,3,3,1,4
3341,2,4,2,4,2,1,3,4
3342,1,4,4,3,5,5,3,1
3343,2,3,1,3,1,2,1,2
3344,5,2,5,4,1,2,5,4
3345,2,3,1,5,1,1,2,3
3346,2,1,2,5,4,2,3,2
3347,5,1,1,5,3,4,3,4
3348,5,2,2,4,3,5,1,5
3349,4,5,5,4,4,2,1,4
3350,5,1,4,1,3,5,2,3
3351,2,3,4,1,5,3,2,1
3352,2,2,3,1,4,2,1,5
3353,4,4,4,3,2,1,5,5
3355,5,1,3,4,3,2,4,2
3356,5,2,5,4,1,4,5,3
3357,4,4,3,1,1,5,3,4
3358,3,5,1,1,2,5,2,2
3359,2,5,3,1,1,3,5,2
3360,3,4,4,5,5,5,5,2
3361,3,3,2,4,3,4,3,4
3362,4,4,5,3,5,3,4,5
3363,4,5,4,1,5,2,5,5
3364,4,5,5,1,4,5,5,5
3365,3,3,5,1,2,5,5,3
3366,1,1,5,5,3,5,2,2
3367,5,4,2,3,4,3,4,2
3368,2,2,2,5,2,1,2,4
3369,5,4,1,4,2,5,5,5
3370,2,5,3,4,4,2,3,3
3371,5,3,2,1,4,5,2,1
3372,4,1,1,1,4,1,3,5
3373,1,2,2,1,2,5,5,4
3374,5,5,5,1,1,1,3,3
3375,4,5,1,1,5,5,4,4
3376,4,5,1,1,5,2,2,3
3377,5,5,4,5,4,1,1,1
3378,4,3,2,5,3,5,3,1
3379,4,2,2,2,2,3,2,1
3380,5,3,1,3,2,5,2,1
3381,3,3,3,1,2,4,1,1
3382,4,5,5,1,2,1,5,3
3383,3,4,5,2,3,5,4,5
3384,4,2,4,5,4,2,3,3
3385,5,3,3,2,5,3,4,3
3386,4,3,3,3,5,4,2,2
3387,4,1,5,2,5,2,5,3
3388,5,3,3,2,2,1,1,3
3389,4,2,2,4,4,5,4,1
3390,5,5,2,5,5,1,3,3
3392,4,1,5,2,2,2,2,2
3393,1,5,3,2,1,3,3,2
3394,2,2,3,5,5,1,1,1
3395,2,4,2,3,2,3,5,4
3396,1,1,5,3,5,4,5,2
3397,1,4,4,5,2,3,5,5
3398,1,2,5,4,5,1,3,1
3399,1,5,3,1,2,2,4,1
3400,2,2,4,1,2,5,4,4
3401,5,4,5,1,1,3,1,2
3402,3,3,5,5,5,3,3,4
3404,3,1,4,1,3,4,4,3
3405,5,5,2,4,1,5,1,5
3406,4,5,4,3,3,5,3,2
3407,2,4,4,2,4,1,4,3
3408,2,2,4,4,2,4,3,3
3409,1,2,1,5,1,5,3,4
3410,1,4,3,3,4,2,2,2
3411,4,1,4,1,5,1,3,5
3412,1,5,1,1,2,2,2,1
3413,3,5,3,5,4,4,5,1
3414,1,4,4,4,3,2,4,4
3415,4,4,1,1,4,3,4,3
3416,4,4,2,5,4,1,3,4
3417,2,1,4,1,5,4,2,1
3418,2,1,4,1,1,5,2,3
3419,3,3,3,1,3,5,2,3
3420,2,4,2,5,2,5,5,4
3421,5,3,1,4,3,4,4,5
3422,4,3,1,2,5,2,5,3
3423,2,3,1,4,2,1,2,3
3424,5,1,3,1,5,2,5,4
3425,2,4,5,4,4,5,1,2
3426,4,5,4,1,1,1,1,1
3427,1,4,2,2,1,1,1,2
3428,1,5,4,1,3,5,2,3
3429,4,3,2,1,2,1,1,5
3430,4,2,5,4,2,5,4,4
3431,3,4,5,5,1,2,3,1
3432,3,3,5,5,1,4,2,3
3433,5,2,4,3,5,4,2,2
3434,2,1,3,4,4,3,2,1
3435,1,1,5,4,1,1,2,3
3436,1,1,2,5,4,5,3,3
3437,2,5,5,2,2,5,5,4
3438,3,1,4,3,1,5,2,4
3439,1,4,2,3,2,1,2,5
3440,4,3,1,2,3,2,1,3
3441,5,3,3,5,1,5,4,4
3442,4,5,2,5,1,4,2,2
3443,4,5,3,4,1,1,3,3
3444,5,2,5,2,3,4,1,2
3445,4,3,1,3,5,2,4,1
3446,4,5,4,2,5,3,5,1
3447,5,2,4,4,5,2,4,3
3448,3,2,1,4,4,4,3,5
3449,3,5,2,1,2,4,2,1
3450,5,4,4,2,2,2,4,5
3451,1,5,4,3,1,1,1,4
3452,2,5,2,1,3,5,3,3
3453,1,2,3,3,2,1,4,5
3454,3,2,2,4,1,5,2,1
3455,4,3,2,4,2,2,3,1
3456,4,1,5,4,1,3,3,4
3457,1,5,2,4,4,4,4,1
3458,2,1,5,4,3,4,4,3
3459,3,4,1,2,2,5,2,4
3460,1,5,1,1,1,4,5,1
3461,2,3,3,3,4,5,4,3
3462,4,4,1,3,2,5,4,5
3463,5,4,1,2,1,1,3,5
3464,5,3,1,1,5,2,4,4
3465,3,2,1,4,2,1,2,5
3467,2,2,3,1,5,5,5,2
3468,5,5,1,2,4,4,4,4
3469,1,5,5,4,2,4,4,3
3470,2,3,1,3,2,5,1,4
3471,3,3,3,3,4,2,5,4
3472,1,2,1,5,1,5,2,4
3473,1,2,3,1,2,3,1,1
3474,5,4,1,5,2,5,1,2
3475,4,3,2,5,2,4,3,5
3476,1,1,2,4,1,5,2,1
3477,2,4,5,4,3,5,1,4
3478,5,5,4,1,3,4,3,5
3479,3,2,3,5,4,1,4,2
3480,5,2,3,4,3,5,2,4
3481,5,5,2,4,1,5,5,2
3482,5,4,1,5,4,3,5,1
3483,5,4,5,1,3,1,2,3
3484,5,5,1,1,3,3,2,4
3485,4,2,3,1,3,5,1,3
3486,5,5,4,4,3,4,5,2
3487,5,2,5,3,5,4,3,5
3488,4,5,5,4,3,2,4,1
3489,1,1,4,2,3,4,5,1
3490,3,4,2,2,3,3,3,5
3491,1,5,5,5,1,3,3,3
3492,1,5,1,3,3,1,1,1
3493,3,5,3,1,3,2,5,1
3494,4,1,2,4,3,2,2,4
3495,4,3,5,1,4,2,5,5
3496,2,2,3,5,3,4,3,2
3497,3,4,5,3,3,4,3,3
3498,3,4,5,1,5,2,3,4
3499,1,4,1,4,4,1,4,5
3500,4,4,5,5,3,5,4,2
3501,1,5,4,4,1,2,5,3
3502,3,2,1,1,5,4,3,3
3503,4,4,3,2,5,3,3,3
3504,3,4,1,3,5,4,2,3
3505,5,3,2,2,5,1,2,2
3506,3,5,4,2,2,1,1,4
3507,1,5,1,4,1,4,3,5
3508,2,3,4,1,5,2,4,5
3509,1,5,4,3,4,2,4,1
3510,2,3,5,3,4,4,5,3
3511,2,1,2,3,5,3,2,4
3512,1,1,2,1,2,1,3,3
3513,4,4,1,4,5,3,4,5
3514,1,1,4,4,4,1,4,1
3515,4,5,2,4,5,3,2,3
3516,4,2,5,1,4,4,4,4
3517,4,5,3,2,4,3,5,5
3518,5,2,4,1,5,3,2,3
3519,2,2,4,4,1,3,4,2
3520,5,5,3,1,1,3,5,3
3521,3,5,1,2,1,1,4,4
3522,2,1,5,5,5,3,5,5
3523,3,5,5,2,5,2,4,2
3524,5,5,3,4,5,1,1,1
3525,2,2,3,1,5,5,5,5
3526,5,3,2,5,3,3,5,3
3527,3,4,2,5,4,5,3,4
3528,5,2,2,3,3,3,2,3
3529,3,1,1,4,5,5,3,4
3530,2,5,3,5,3,1,3,5
3531,5,2,1,5,2,5,2,3
3532,1,5,2,4,1,4,3,4
3533,5,1,1,4,5,4,3,4
3534,3,2,4,3,5,3,4,3
3535,1,2,1,4,3,2,5,5
3536,4,2,3,2,5,4,2,4
3537,5,1,1,1,5,4,3,1
3538,5,4,3,3,2,4,1,5
3539,2,1,2,2,3,2,3,2
3540,5,2,3,1,4,3,3,1
3541,1,3,3,4,1,4,3,1
3542,5,1,4,5,5,1,5,5
3543,5,2,2,3,4,5,4,5
3544,1,2,1,3,2,1,1,1
3545,4,1,1,1,2,5,2,4
3546,3,3,2,5,2,1,2,2
3547,3,1,1,5,5,2,4,1
3548,4,3,5,2,2,4,4,2
3549,3,3,1,4,1,3,2,4
3550,3,3,3,2,2,1,4,2
3551,1,5,2,2,1,3,5,5
3552,4,5,3,4,4,4,2,4
3553,5,5,1,3,2,5,2,2
3554,2,1,4,4,1,2,3,3
3555,1,3,4,5,3,4,1,4
3556,5,5,1,1,1,2,4,2
3557,5,3,1,2,5,2,5,3
3558,1,3,2,5,3,1,1,5
3559,3,2,1,3,3,2,1,3
3560,1,5,3,1,2,4,4,2
3561,4,2,1,3,2,4,5,5
3562,5,2,4,1,5,2,4,2
3563,5,2,5,3,4,4,3,4
3564,5,1,3,5,2,3,3,1
3565,1,2,3,2,1,4,3,3
3566,1,1,5,2,3,2,5,4
3567,1,5,5,1,1,3,3,3
3568,1,3,1,4,1,5,4,2
3569,5,3,4,3,5,3,3,4
3570,1,1,5,1,3,5,3,2
3571,5,2,4,1,1,1,5,4
3572,1,3,2,1,4,5,2,3
3573,3,1,2,1,5,3,2,3
3574,1,1,4,4,2,4,3,5
3575,3,4,5,5,4,4,5,4
3576,4,1,3,4,2,1,2,3
3577,3,5,5,5,1,3,1,2
3578,5,3,3,2,5,3,1,4
3579,1,5,2,4,3,5,4,1
3580,3,3,2,3,2,1,3,2
3581,3,4,5,2,5,5,4,2
3582,2,2,5,3,5,1,5,4
3583,2,1,4,1,5,3,2,5
3584,2,5,5,3,2,3,2,5
3585,4,1,4,4,1,5,5,1
3586,3,1,2,5,4,2,4,5
3587,5,4,4,1,3,5,4,4
3588,4,5,1,5,5,4,3,2
3589,1,3,3,2,1,5,3,5
3590,3,5,1,5,3,1,1,1
3591,1,1,5,4,4,3,4,2
3592,2,5,5,4,5,5,4,3
3593,5,5,2,5,5,5,1,4
3594,2,5,2,2,3,4,5,3
704,5,5,1,2,4,1,2,1
856,5,2,3,1,4,3,3,5
3595,4,3,2,3,1,2,1,1
3596,5,2,1,3,2,1,5,2
3597,4,2,5,4,4,4,2,3
3598,4,4,3,3,5,5,2,4
3600,5,3,4,2,5,5,1,1
3601,5,4,3,3,3,2,3,4
3602,1,2,1,4,4,5,3,5
3603,4,1,1,3,1,3,2,1
3605,2,5,4,1,3,1,1,4
3606,2,4,4,1,1,2,2,2
3607,3,3,3,3,2,5,1,5
3608,5,5,2,2,4,2,2,4
3609,3,4,4,2,5,5,2,1
3610,4,4,1,4,5,5,3,1
3611,2,2,2,3,1,1,4,5
3612,4,4,1,1,5,1,4,2
3615,1,2,3,5,1,5,5,1
3619,1,4,1,1,4,2,1,2
3620,3,2,4,3,5,5,4,5
3621,3,1,5,5,1,5,3,4
3622,2,1,5,4,3,2,2,3
3623,2,3,3,4,2,5,3,1
3624,5,1,1,5,2,3,1,2
3625,2,1,2,5,5,3,2,1
3626,1,4,2,1,4,2,3,4
3627,5,4,5,5,3,5,4,5
3628,2,3,5,1,4,1,4,2
3629,1,4,4,2,1,2,1,2
3630,4,4,3,5,3,4,1,5
3784,4,2,4,2,5,3,1,1
3946,4,3,1,1,1,4,2,1
4532,5,5,4,2,2,3,1,5
4533,5,5,1,4,5,1,5,4
4534,1,4,1,2,2,5,5,3
4535,5,4,1,1,4,5,2,3
4536,4,3,3,5,1,2,4,3
4537,4,1,3,2,4,4,2,4
4538,1,4,2,3,4,3,4,5
4539,3,4,4,4,3,1,4,5
4540,2,1,1,2,3,5,1,2
4541,2,2,1,5,5,4,4,4
4542,2,2,3,1,3,5,2,5
4543,4,5,2,1,1,4,2,2
4544,3,1,2,5,2,2,3,2
4545,1,5,1,5,1,4,4,1
4546,5,2,3,4,5,1,5,3
4547,3,1,1,1,5,1,4,5
4548,3,4,3,5,5,1,3,4
4549,5,3,4,4,2,3,5,1
4550,1,5,2,2,1,1,4,1
4551,2,2,3,2,3,1,2,2
4552,1,1,4,5,2,2,5,3
4553,3,2,1,3,5,3,5,3
4554,1,3,4,5,4,2,3,5
4555,4,2,4,5,3,4,2,5
4556,4,2,3,3,4,1,1,3
4557,5,3,3,3,5,3,4,2
4558,4,1,4,4,5,2,2,2
4559,2,4,5,3,3,2,1,5
4560,3,5,3,4,1,1,5,4
4561,3,2,5,3,1,2,3,2
4562,2,5,2,3,2,5,5,1
4563,3,1,5,1,2,3,5,3
4564,1,1,3,5,5,4,4,2
4565,3,3,3,4,2,5,3,5
4566,1,4,4,3,4,5,3,5
4567,5,4,5,4,5,2,5,2
4568,1,4,2,2,2,5,5,5
4569,1,3,1,2,2,3,3,3
4570,2,3,3,4,2,3,5,3
4571,5,2,1,5,5,3,3,1
4572,1,2,1,1,1,5,5,5
4573,3,1,1,3,2,2,1,4
4574,5,1,3,3,5,5,5,2
4575,4,2,3,2,3,2,1,1
4576,4,1,5,5,4,5,5,5
4577,5,1,2,2,1,2,5,1
4578,4,1,5,3,1,5,2,2
4579,3,5,5,2,3,3,2,5
4580,5,4,1,4,1,4,1,3
4581,1,4,5,5,4,1,4,2
4582,2,2,3,2,4,5,4,5
4583,5,3,2,2,3,1,4,2
4584,5,4,1,1,1,5,3,3
4585,3,3,3,1,4,2,3,3
4586,4,2,3,5,1,4,4,5
4587,1,3,5,5,2,1,5,5
4588,2,5,1,5,1,5,2,5
4589,5,5,4,2,1,4,1,2
4590,5,3,5,4,1,4,1,5
4591,1,5,5,2,4,5,5,1
4592,2,2,4,2,4,2,5,4
4593,5,5,1,5,2,5,1,3
4594,1,1,3,4,2,4,4,4
4595,4,2,3,2,1,4,4,1
4596,5,1,4,2,3,3,1,2
4597,1,1,1,4,3,4,2,2
4598,4,3,3,5,1,3,3,2
4599,2,2,2,1,2,4,1,4
4600,1,5,5,4,5,5,5,1
4601,1,5,2,4,4,5,2,5
4602,4,5,4,4,4,5,2,2
4603,2,3,1,4,1,3,3,3
4604,4,5,4,3,2,4,5,5
4605,4,2,1,4,3,5,1,3
4606,1,1,2,1,5,2,3,4
4607,1,4,2,4,1,4,4,3
4608,4,1,5,2,2,4,2,3
4609,2,2,2,3,5,5,5,2
4610,2,2,4,5,1,5,1,2
353,3,1,2,5,1,5,1,2
454,3,4,3,2,4,4,3,5
481,1,4,2,1,4,2,3,3
484,1,5,1,2,2,2,1,5
485,2,3,1,5,4,5,1,4
1799,3,2,4,3,3,4,5,5
3682,3,4,5,5,4,1,4,4
3715,2,5,1,5,2,4,5,2
3924,3,1,4,1,1,2,2,5
3961,2,2,4,1,2,5,3,3
3979,3,2,5,4,4,1,5,4
4048,5,2,4,2,2,5,2,4
4085,1,1,3,3,1,3,3,3
4087,4,1,2,3,2,4,3,3
4171,4,5,5,5,3,2,5,2
4244,5,5,1,5,1,2,4,5
4293,2,3,4,1,4,5,2,4
4438,4,1,1,2,4,5,2,3
4611,5,2,3,2,2,4,4,4
4612,4,1,5,3,5,5,3,5
4613,1,4,2,5,1,2,2,3
4614,1,5,3,5,4,5,3,4
4615,3,1,2,2,1,3,1,2
4616,3,3,1,3,3,3,1,5
4617,2,2,2,1,5,3,4,4
4618,4,3,1,3,5,1,3,4
4619,5,5,1,1,2,2,1,3
4620,4,1,4,1,5,1,2,1
4621,2,4,1,3,3,3,5,3
4622,3,5,3,2,2,1,3,1
4623,2,2,1,3,5,1,5,2
4624,3,3,1,4,2,4,3,4
4625,5,5,2,3,4,2,5,3
4626,4,3,5,4,5,1,3,5
4627,3,5,1,4,3,2,1,3
4628,3,3,4,2,5,5,2,3
4629,1,5,3,1,4,2,2,1
4630,1,1,5,2,5,5,1,1
4631,5,4,1,5,1,1,5,4
4632,5,5,1,5,3,5,1,2
4633,4,5,1,4,3,4,4,1
4634,4,5,2,4,5,5,2,1
4635,5,5,4,5,5,1,2,4
4636,1,2,2,1,4,1,3,1
4637,3,3,5,4,4,1,3,1
4638,3,5,3,5,3,4,1,4
4639,5,1,1,3,5,5,3,2
4640,1,4,3,4,4,2,5,1
4641,1,5,3,1,3,1,3,3
4642,1,1,3,2,3,1,2,3
4643,3,5,1,3,3,3,3,5
4644,1,4,3,3,5,5,2,5
4645,3,2,4,4,1,4,3,1
4646,1,5,5,2,4,5,2,4
4647,4,3,2,3,5,1,5,3
4649,5,1,3,3,1,5,1,2
4650,4,3,1,5,3,5,3,5
4651,3,1,4,5,5,3,1,3
4652,1,1,5,2,3,3,5,5
4653,2,2,3,4,4,5,1,3
4654,5,2,3,4,2,4,4,5
4655,1,5,2,3,2,1,4,4
4656,4,4,1,5,2,4,1,5
4657,4,2,5,1,4,1,2,2
4658,3,5,2,5,5,1,1,3
4659,2,5,5,2,5,4,5,3
4660,4,3,1,5,2,2,2,4
4661,4,2,1,2,5,2,3,5
4662,4,1,5,2,2,3,1,1
4663,3,4,4,1,5,5,5,2
4664,5,1,1,2,5,5,1,5
4665,4,5,1,5,4,1,5,5
4666,1,5,1,2,2,4,5,2
4667,3,4,1,2,3,3,4,1
4668,3,3,2,2,3,2,3,1
4669,5,4,4,3,2,3,5,2
4670,5,2,4,5,2,3,4,2
4671,1,5,1,5,4,2,2,2
4672,4,4,3,3,5,3,1,1
4673,1,5,4,2,2,3,5,4
4674,2,5,5,4,4,1,2,1
4675,5,4,3,4,2,1,5,3
4676,2,3,3,2,2,2,4,2
4677,4,2,5,5,5,2,5,5
4678,2,4,1,3,3,1,2,1
4679,2,1,2,1,5,3,4,2
4680,2,5,5,3,4,5,2,1
4681,3,2,5,1,3,1,4,3
4682,5,1,3,1,5,3,5,2
4683,2,4,3,4,2,1,3,5
4684,3,1,1,4,1,5,3,5
4685,1,4,1,5,1,1,2,2
4686,5,5,5,3,3,5,4,3
4687,4,1,4,5,5,4,3,3
4688,3,1,5,2,4,5,3,2
4689,4,3,4,1,1,1,1,2
4690,3,2,3,3,2,2,2,3
4691,1,2,1,1,1,3,4,5
4692,1,1,4,2,1,5,3,5
4693,4,1,3,3,4,4,1,3
4694,4,5,1,3,1,1,3,1
4695,2,2,3,5,5,5,4,2
4696,4,1,2,5,1,3,2,4
4697,1,1,2,3,5,5,5,5
4698,3,3,3,4,5,3,2,2
4699,1,4,1,1,4,3,5,1
4700,5,5,1,5,1,4,5,2
4701,3,5,3,4,3,5,2,4
4702,1,4,2,3,3,5,3,5
4703,3,2,5,3,4,3,2,5
4704,2,4,4,4,2,1,1,4
4705,4,4,4,4,3,3,1,3
4706,2,1,2,3,1,2,5,5
4707,4,4,5,4,1,1,2,1
4708,1,5,2,4,1,5,1,4
4709,4,4,1,1,2,3,4,3
4710,5,3,3,3,4,3,5,2
4711,1,1,5,3,1,3,1,2
4712,5,3,4,5,3,1,3,4
4713,5,5,2,1,1,5,2,4
4714,5,3,2,4,4,2,4,1
4715,3,2,4,3,1,1,4,3
4716,3,2,4,3,1,4,1,4
4717,3,3,4,4,1,4,5,1
4718,4,4,5,5,5,5,5,1
4719,4,3,3,2,3,4,2,4
4720,4,1,3,1,2,1,1,3
4721,1,5,2,1,2,3,3,4
4722,5,4,4,5,1,2,1,4
4723,2,5,5,1,2,5,3,1
4724,3,5,4,2,1,4,2,2
4725,1,1,2,3,2,2,3,5
4726,4,3,1,3,5,5,5,5
4727,1,3,1,3,5,4,3,4
4728,1,5,3,5,1,4,5,2
4729,1,1,1,2,4,1,5,1
4730,2,2,3,2,4,3,2,1
4731,5,5,3,1,1,1,5,1
4732,3,5,2,4,5,3,1,3
4733,3,1,2,2,4,2,5,5
4734,3,2,5,2,2,4,4,4
4735,4,5,2,3,4,1,1,2
4736,4,3,4,4,3,4,1,2
4737,1,1,2,5,3,5,3,4
4738,3,3,3,1,2,2,5,3
4739,5,3,5,4,1,3,3,2
4740,4,1,3,4,5,3,1,1
4741,1,2,5,2,1,2,2,4
4742,2,2,2,2,2,4,2,2
4743,5,4,5,3,3,3,4,3
4744,1,5,5,3,2,4,5,3
4745,5,3,1,1,2,1,3,2
4746,2,1,4,5,5,2,5,5
4747,1,4,2,1,1,5,5,1
4748,5,5,2,1,5,2,3,3
4749,1,5,2,1,5,2,1,2
4750,3,2,5,2,1,1,3,3
4751,5,2,4,4,1,2,1,3
4752,1,2,3,5,5,3,1,3
4753,1,2,5,4,3,4,4,3
4754,3,4,2,4,3,5,4,4
4755,3,2,2,2,2,5,2,5
4756,3,1,3,2,1,1,4,1
4757,3,4,4,2,1,4,3,3
4758,2,2,1,1,4,2,3,5
4759,2,4,4,4,5,3,1,1
4760,2,1,5,1,3,2,4,4
4761,4,1,5,1,5,3,4,2
4762,2,3,2,1,1,1,3,5
4763,5,2,3,3,5,2,2,3
4764,4,1,5,2,5,1,5,4
4765,4,1,5,3,5,1,4,3
4766,4,3,1,1,3,4,1,2
4767,4,4,2,1,2,3,5,2
4768,5,3,2,2,5,4,3,1
4769,1,4,3,2,1,3,1,2
4770,1,5,5,2,5,5,3,4
4771,1,1,1,2,2,5,2,5
4772,4,3,2,5,3,2,1,2
4773,3,5,4,1,3,5,1,1
4774,1,4,4,5,2,4,4,4
4775,4,1,3,4,5,1,3,5
4776,1,5,3,1,1,5,3,3
4777,3,4,4,1,2,2,5,1
4778,2,4,1,1,1,4,3,3
4779,5,2,5,4,3,3,2,5
4780,4,5,4,2,2,1,1,4
4781,4,1,4,5,2,3,3,3
4782,5,2,5,3,1,2,2,4
4783,4,5,1,3,3,3,5,2
4784,1,5,2,2,4,4,1,4
4785,3,2,5,3,5,1,2,5
4786,4,3,3,5,2,3,4,1
4787,4,1,2,5,2,5,1,4
4788,5,1,4,5,5,2,1,3
4789,5,5,4,2,3,1,5,5
4790,5,3,4,3,3,3,4,5
4791,4,2,2,1,4,1,1,3
4792,5,1,2,3,2,5,5,5
4793,3,4,1,4,3,3,1,4
4794,2,4,1,1,1,5,5,4
4795,1,5,5,3,5,2,3,1
4796,4,2,5,3,4,3,4,5
4797,4,5,3,2,1,5,4,3
4798,5,5,5,2,4,3,5,4
4799,2,5,1,2,1,5,5,2
4800,3,2,5,3,5,1,3,2
4801,4,1,3,2,5,3,3,2
4802,4,2,1,1,5,4,4,1
4803,3,2,1,4,5,3,1,5
4804,5,3,1,4,4,4,1,2
4805,5,3,5,3,2,4,4,3
4806,3,4,3,3,1,1,4,5
4807,1,5,4,5,3,2,5,3
4808,3,4,1,4,2,1,3,5
4809,4,1,5,1,2,3,4,3
4810,1,2,1,3,1,2,2,5
4811,1,5,3,1,3,5,4,3
4812,2,2,2,3,4,5,3,2
4813,4,3,4,4,5,1,1,2
4814,2,3,4,2,1,3,2,2
4815,4,4,1,4,5,3,3,3
4816,2,4,3,1,3,3,2,1
4817,3,4,3,1,1,5,2,4
4818,4,1,4,3,3,4,3,5
4819,3,5,3,2,3,1,3,3
4820,1,2,4,2,2,4,2,2
4821,5,5,3,3,1,3,4,2
4822,4,1,5,1,5,2,5,4
4823,3,3,4,3,3,1,2,4
4824,5,3,5,5,3,4,3,3
4825,1,5,1,1,1,5,5,5
4826,1,5,3,2,3,5,3,2
4827,1,1,3,4,5,2,4,1
4828,5,4,1,2,1,3,1,1
4829,5,5,1,3,3,2,4,2
4830,3,1,2,3,5,5,3,1
4831,5,1,5,3,1,4,3,3
4832,1,4,1,4,3,1,4,5
4833,2,1,4,1,5,3,2,5
4834,2,2,3,2,5,3,2,1
4835,5,3,3,4,5,3,4,2
4836,4,4,2,3,1,4,3,2
4837,3,3,4,2,5,5,4,2
4838,4,1,1,1,3,1,4,4
4839,2,1,4,1,4,2,5,3
4283,5,2,3,2,3,5,4,1
4404,5,1,1,2,2,5,4,4
4840,3,4,5,1,3,3,2,5
4841,2,5,4,5,1,4,3,4
4842,1,3,3,4,5,5,5,1
4843,1,1,3,4,1,4,4,2
4844,2,2,2,2,4,4,5,2
4845,1,5,5,3,5,3,2,3
4846,4,5,2,5,2,5,1,3
4848,3,4,3,1,2,4,4,5
4849,5,2,1,4,3,1,1,1
4850,3,5,2,2,5,4,2,5
4851,3,5,2,4,1,1,4,5
4852,3,1,3,1,4,5,1,3
4853,3,4,5,5,1,4,5,3
4854,2,5,5,5,5,5,4,4
4855,4,1,4,3,1,2,5,2
4856,3,2,1,3,5,5,2,5
4857,3,2,5,1,4,3,2,2
4858,4,1,4,1,1,3,3,1
4859,5,1,1,5,4,2,3,1
4860,4,2,2,1,1,3,3,3
4861,3,3,2,1,1,5,4,5
4862,2,5,3,1,3,1,5,2
4863,1,5,4,3,5,3,5,5
4864,1,1,3,5,5,5,1,3
4865,5,3,4,1,4,1,2,1
4866,5,4,3,3,4,5,3,2
4867,2,3,4,3,3,1,5,2
4868,5,4,3,2,3,5,3,4
4869,1,2,1,3,4,4,2,3
4870,3,1,2,4,3,2,5,4
3616,3,4,1,1,1,5,2,1
4871,2,3,1,5,4,2,3,4
4872,1,4,5,1,5,1,4,2
4873,1,1,1,1,4,5,3,4
4874,2,1,4,1,1,1,4,3
4875,5,4,5,3,2,4,1,5
4876,2,5,4,5,1,3,3,3
4877,4,1,2,4,2,2,5,2
4878,2,4,3,1,1,4,2,2
4879,2,5,2,3,5,5,3,4
4880,3,1,2,5,5,5,1,2
4881,1,3,1,1,1,5,4,1
4882,4,4,3,4,2,4,3,5
4883,2,3,5,4,1,4,5,1
4884,1,3,5,2,3,2,1,5
4885,4,1,4,2,5,1,2,3
4886,4,5,1,2,5,1,2,2
4887,3,2,2,5,5,3,5,4
4888,5,2,3,2,2,2,4,2
4889,3,1,1,1,1,1,5,1
4890,3,4,3,5,5,3,5,5
4891,2,4,2,3,1,4,4,2
4892,2,3,4,3,3,2,2,1
4893,1,4,1,5,2,2,3,2
4894,5,2,1,1,5,5,1,5
4895,1,3,1,5,2,1,2,1
4897,3,2,1,4,4,3,2,1
4898,4,1,4,2,2,5,1,2
4899,2,4,2,1,3,5,5,5
4900,5,5,2,4,5,1,5,2
4901,3,4,3,1,3,5,1,2
4902,1,2,5,4,4,2,3,4
4903,1,1,1,5,1,3,1,2
4904,1,5,5,1,4,3,5,3
4905,3,3,1,1,1,1,3,5
438,1,2,5,1,4,5,4,2
4906,4,5,2,3,4,4,5,1
